das,close
304.575,-0.255
304.578,-0.255
304.581,-0.265
304.583,-0.28
304.586,-0.285
304.589,-0.3
304.592,-0.32
304.594,-0.285
304.597,-0.27
304.6,-0.25
304.603,-0.26
304.606,-0.27
304.608,-0.26
304.611,-0.27
304.614,-0.295
304.617,-0.295
304.619,-0.285
304.622,-0.255
304.625,-0.24
304.628,-0.245
304.631,-0.265
304.633,-0.285
304.636,-0.29
304.639,-0.275
304.642,-0.215
304.644,-0.14
304.647,-0.075
304.65,-0.005
304.653,0.085
304.656,0.185
304.658,0.275
304.661,0.35
304.664,0.43
304.667,0.52
304.669,0.615
304.672,0.73
304.675,0.8
304.678,0.785
304.681,0.69
304.683,0.545
304.686,0.35
304.689,0.1
304.692,-0.175
304.694,-0.355
304.697,-0.47
304.7,-0.525
304.703,-0.54
304.706,-0.465
304.708,-0.39
304.711,-0.365
304.714,-0.375
304.717,-0.37
304.719,-0.385
304.722,-0.355
304.725,-0.37
304.728,-0.37
304.731,-0.37
304.733,-0.365
304.736,-0.375
304.739,-0.365
304.742,-0.355
304.744,-0.345
304.747,-0.355
304.75,-0.355
304.753,-0.345
304.756,-0.325
304.758,-0.32
304.761,-0.315
304.764,-0.325
304.767,-0.32
304.769,-0.35
304.772,-0.335
304.775,-0.32
304.778,-0.32
304.781,-0.33
304.783,-0.33
304.786,-0.315
304.789,-0.315
304.792,-0.285
304.794,-0.28
304.797,-0.275
304.8,-0.305
304.803,-0.315
304.806,-0.31
304.808,-0.29
304.811,-0.27
304.814,-0.255
304.817,-0.27
304.819,-0.28
304.822,-0.29
304.825,-0.27
304.828,-0.26
304.831,-0.26
304.833,-0.255
304.836,-0.245
304.839,-0.23
304.842,-0.24
304.844,-0.23
304.847,-0.23
304.85,-0.245
304.853,-0.24
304.856,-0.215
304.858,-0.195
304.861,-0.2
304.864,-0.205
304.867,-0.235
304.869,-0.26
304.872,-0.25
304.875,-0.175
304.878,-0.105
304.881,-0.12
304.883,-0.165
304.886,-0.195
304.889,-0.19
304.892,-0.16
304.894,-0.125
304.897,-0.12
304.9,-0.125
304.903,-0.115
304.906,-0.115
304.908,-0.085
304.911,-0.065
304.914,-0.06
304.917,-0.08
304.919,-0.075
304.922,-0.075
304.925,-0.075
304.928,-0.08
304.931,-0.1
304.933,-0.09
304.936,-0.06
304.939,-0.045
304.942,-0.05
304.944,-0.04
304.947,-0.05
304.95,-0.055
304.953,-0.07
304.956,-0.095
304.958,-0.125
304.961,-0.125
304.964,-0.125
304.967,-0.125
304.969,-0.15
304.972,-0.16
304.975,-0.165
304.978,-0.14
304.981,-0.15
304.983,-0.17
304.986,-0.175
304.989,-0.2
304.992,-0.205
304.994,-0.175
304.997,-0.16
305,-0.16
305.003,-0.185
305.006,-0.19
305.008,-0.21
305.011,-0.19
305.014,-0.195
305.017,-0.195
305.019,-0.19
305.022,-0.19
305.025,-0.215
305.028,-0.2
305.031,-0.195
305.033,-0.22
305.036,-0.26
305.039,-0.28
305.042,-0.285
305.044,-0.25
305.047,-0.25
305.05,-0.265
305.053,-0.27
305.056,-0.285
305.058,-0.275
305.061,-0.265
305.064,-0.255
305.067,-0.26
305.069,-0.265
305.072,-0.28
305.075,-0.255
305.078,-0.235
305.081,-0.2
305.083,-0.195
305.086,-0.205
305.089,-0.23
305.092,-0.245
305.094,-0.255
305.097,-0.265
305.1,-0.245
305.103,-0.235
305.106,-0.24
305.108,-0.255
305.111,-0.275
305.114,-0.28
305.117,-0.27
305.119,-0.275
305.122,-0.25
305.125,-0.23
305.128,-0.2
305.131,-0.18
305.133,-0.18
305.136,-0.185
305.139,-0.185
305.142,-0.195
305.144,-0.195
305.147,-0.185
305.15,-0.155
305.153,-0.125
305.156,-0.13
305.158,-0.14
305.161,-0.115
305.164,-0.09
305.167,-0.075
305.169,-0.07
305.172,-0.045
305.175,-0.01
305.178,-0.03
305.181,-0.065
305.183,-0.15
305.186,-0.215
305.189,-0.295
305.192,-0.425
305.194,-0.575
305.197,-0.8
305.2,-1.115
305.203,-1.475
305.206,-1.735
305.208,-1.915
305.211,-1.98
305.214,-1.995
305.217,-2.01
305.219,-1.98
305.222,-1.955
305.225,-1.93
305.228,-1.89
305.231,-1.8
305.233,-1.69
305.236,-1.6
305.239,-1.525
305.242,-1.445
305.244,-1.345
305.247,-1.265
305.25,-1.16
305.253,-1.09
305.256,-1.025
305.258,-0.94
305.261,-0.88
305.264,-0.83
305.267,-0.815
305.269,-0.8
305.272,-0.755
305.275,-0.73
305.278,-0.69
305.281,-0.665
305.283,-0.6
305.286,-0.565
305.289,-0.54
305.292,-0.52
305.294,-0.5
305.297,-0.48
305.3,-0.425
305.303,-0.34
305.306,-0.26
305.308,-0.18
305.311,-0.09
305.314,-0.03
305.317,0.03
305.319,0.05
305.322,0.055
305.325,0.075
305.328,0.11
305.331,0.12
305.333,0.125
305.336,0.145
305.339,0.195
305.342,0.235
305.344,0.255
305.347,0.265
305.35,0.265
305.353,0.28
305.356,0.28
305.358,0.29
305.361,0.295
305.364,0.275
305.367,0.285
305.369,0.285
305.372,0.29
305.375,0.29
305.378,0.28
305.381,0.285
305.383,0.295
305.386,0.32
305.389,0.355
305.392,0.375
305.394,0.415
305.397,0.42
305.4,0.425
305.403,0.435
305.406,0.41
305.408,0.42
305.411,0.425
305.414,0.43
305.417,0.43
305.419,0.42
305.422,0.42
305.425,0.415
305.428,0.395
305.431,0.39
305.433,0.39
305.436,0.39
305.439,0.38
305.442,0.4
305.444,0.42
305.447,0.445
305.45,0.445
305.453,0.435
305.456,0.425
305.458,0.435
305.461,0.46
305.464,0.455
305.467,0.44
305.469,0.435
305.472,0.425
305.475,0.4
305.478,0.395
305.481,0.385
305.483,0.365
305.486,0.355
305.489,0.34
305.492,0.31
305.494,0.275
305.497,0.245
305.5,0.22
305.503,0.205
305.506,0.185
305.508,0.185
305.511,0.185
305.514,0.17
305.517,0.155
305.519,0.11
305.522,0.065
305.525,0.045
305.528,0.035
305.531,0.03
305.533,0.025
305.536,0.01
305.539,0
305.542,0.005
305.544,0.01
305.547,-0.01
305.55,-0.03
305.553,-0.025
305.556,-0.04
305.558,-0.045
305.561,-0.055
305.564,-0.07
305.567,-0.105
305.569,-0.15
305.572,-0.17
305.575,-0.13
305.578,-0.075
305.581,-0.065
305.583,-0.095
305.586,-0.105
305.589,-0.095
305.592,-0.09
305.594,-0.08
305.597,-0.115
305.6,-0.135
305.603,-0.14
305.606,-0.12
305.608,-0.115
305.611,-0.105
305.614,-0.115
305.617,-0.125
305.619,-0.13
305.622,-0.14
305.625,-0.13
305.628,-0.12
305.631,-0.15
305.633,-0.175
305.636,-0.19
305.639,-0.205
305.642,-0.19
305.644,-0.19
305.647,-0.185
305.65,-0.21
305.653,-0.21
305.656,-0.195
305.658,-0.13
305.661,-0.08
305.664,-0.095
305.667,-0.135
305.669,-0.175
305.672,-0.19
305.675,-0.15
305.678,-0.125
305.681,-0.15
305.683,-0.195
305.686,-0.215
305.689,-0.2
305.692,-0.135
305.694,-0.115
305.697,-0.145
305.7,-0.155
305.703,-0.15
305.706,-0.13
305.708,-0.13
305.711,-0.16
305.714,-0.17
305.717,-0.165
305.719,-0.16
305.722,-0.125
305.725,-0.115
305.728,-0.09
305.731,-0.08
305.733,-0.085
305.736,-0.085
305.739,-0.105
305.742,-0.12
305.744,-0.125
305.747,-0.19
305.75,-0.285
305.753,-0.325
305.756,-0.32
305.758,-0.275
305.761,-0.23
305.764,-0.235
305.767,-0.24
305.769,-0.255
305.772,-0.24
305.775,-0.23
305.778,-0.22
305.781,-0.21
305.783,-0.22
305.786,-0.21
305.789,-0.205
305.792,-0.215
305.794,-0.23
305.797,-0.25
305.8,-0.245
305.803,-0.23
305.806,-0.205
305.808,-0.18
305.811,-0.18
305.814,-0.2
305.817,-0.225
305.819,-0.245
305.822,-0.225
305.825,-0.215
305.828,-0.22
305.831,-0.215
305.833,-0.22
305.836,-0.21
305.839,-0.2
305.842,-0.185
305.844,-0.18
305.847,-0.205
305.85,-0.21
305.853,-0.2
305.856,-0.19
305.858,-0.16
305.861,-0.13
305.864,-0.085
305.867,-0.045
305.869,0.005
305.872,0.035
305.875,0.08
305.878,0.205
305.881,0.35
305.883,0.475
305.886,0.56
305.889,0.625
305.892,0.715
305.894,0.79
305.897,0.84
305.9,0.825
305.903,0.745
305.906,0.585
305.908,0.295
305.911,-0.085
305.914,-0.4
305.917,-0.56
305.919,-0.62
305.922,-0.63
305.925,-0.595
305.928,-0.53
305.931,-0.48
305.933,-0.435
305.936,-0.395
305.939,-0.355
305.942,-0.305
305.944,-0.27
305.947,-0.255
305.95,-0.245
305.953,-0.205
305.956,-0.17
305.958,-0.18
305.961,-0.215
305.964,-0.25
305.967,-0.19
305.969,-0.125
305.972,-0.105
305.975,-0.165
305.978,-0.23
305.981,-0.305
305.983,-0.35
305.986,-0.36
305.989,-0.345
305.992,-0.335
305.994,-0.31
305.997,-0.28
306,-0.255
306.003,-0.235
306.006,-0.22
306.008,-0.205
306.011,-0.2
306.014,-0.19
306.017,-0.17
306.019,-0.195
306.022,-0.215
306.025,-0.2
306.028,-0.18
306.031,-0.15
306.033,-0.14
306.036,-0.155
306.039,-0.18
306.042,-0.16
306.044,-0.12
306.047,-0.04
306.05,0.01
306.053,-0.01
306.056,-0.11
306.058,-0.265
306.061,-0.365
306.064,-0.365
306.067,-0.325
306.069,-0.275
306.072,-0.235
306.075,-0.18
306.078,-0.125
306.081,-0.115
306.083,-0.18
306.086,-0.255
306.089,-0.27
306.092,-0.235
306.094,-0.195
306.097,-0.155
306.1,-0.135
306.103,-0.195
306.106,-0.265
306.108,-0.33
306.111,-0.345
306.114,-0.34
306.117,-0.3
306.119,-0.25
306.122,-0.18
306.125,-0.085
306.128,-0.065
306.131,-0.13
306.133,-0.24
306.136,-0.32
306.139,-0.335
306.142,-0.27
306.144,-0.185
306.147,-0.15
306.15,-0.16
306.153,-0.18
306.156,-0.17
306.158,-0.145
306.161,-0.135
306.164,-0.15
306.167,-0.16
306.169,-0.18
306.172,-0.165
306.175,-0.14
306.178,-0.105
306.181,-0.075
306.183,-0.07
306.186,-0.115
306.189,-0.165
306.192,-0.215
306.194,-0.265
306.197,-0.28
306.2,-0.27
306.203,-0.225
306.206,-0.165
306.208,-0.09
306.211,-0.015
306.214,-0.035
306.217,-0.12
306.219,-0.215
306.222,-0.285
306.225,-0.28
306.228,-0.26
306.231,-0.245
306.233,-0.235
306.236,-0.26
306.239,-0.265
306.242,-0.245
306.244,-0.23
306.247,-0.23
306.25,-0.265
306.253,-0.3
306.256,-0.295
306.258,-0.275
306.261,-0.25
306.264,-0.24
306.267,-0.25
306.269,-0.27
306.272,-0.27
306.275,-0.245
306.278,-0.205
306.281,-0.185
306.283,-0.15
306.286,-0.155
306.289,-0.18
306.292,-0.21
306.294,-0.235
306.297,-0.23
306.3,-0.225
306.303,-0.22
306.306,-0.21
306.308,-0.19
306.311,-0.17
306.314,-0.155
306.317,-0.115
306.319,-0.085
306.322,-0.085
306.325,-0.095
306.328,-0.12
306.331,-0.18
306.333,-0.235
306.336,-0.295
306.339,-0.285
306.342,-0.235
306.344,-0.185
306.347,-0.2
306.35,-0.28
306.353,-0.37
306.356,-0.41
306.358,-0.395
306.361,-0.34
306.364,-0.315
306.367,-0.255
306.369,-0.235
306.372,-0.255
306.375,-0.26
306.378,-0.26
306.381,-0.275
306.383,-0.275
306.386,-0.28
306.389,-0.26
306.392,-0.24
306.394,-0.225
306.397,-0.24
306.4,-0.245
306.403,-0.265
306.406,-0.26
306.408,-0.25
306.411,-0.215
306.414,-0.19
306.417,-0.17
306.419,-0.15
306.422,-0.105
306.425,-0.07
306.428,-0.04
306.431,-0.055
306.433,-0.09
306.436,-0.11
306.439,-0.175
306.442,-0.235
306.444,-0.305
306.447,-0.355
306.45,-0.395
306.453,-0.355
306.456,-0.295
306.458,-0.18
306.461,-0.07
306.464,0.055
306.467,0.185
306.469,0.275
306.472,0.355
306.475,0.47
306.478,0.6
306.481,0.725
306.483,0.835
306.486,0.94
306.489,1
306.492,1
306.494,0.94
306.497,0.825
306.5,0.59
306.503,0.255
306.506,-0.105
306.508,-0.33
306.511,-0.43
306.514,-0.455
306.517,-0.435
306.519,-0.365
306.522,-0.255
306.525,-0.165
306.528,-0.155
306.531,-0.195
306.533,-0.215
306.536,-0.19
306.539,-0.12
306.542,-0.1
306.544,-0.175
306.547,-0.315
306.55,-0.42
306.553,-0.445
306.556,-0.41
306.558,-0.36
306.561,-0.305
306.564,-0.245
306.567,-0.21
306.569,-0.235
306.572,-0.29
306.575,-0.35
306.578,-0.35
306.581,-0.31
306.583,-0.27
306.586,-0.25
306.589,-0.26
306.592,-0.245
306.594,-0.205
306.597,-0.17
306.6,-0.155
306.603,-0.15
306.606,-0.11
306.608,-0.07
306.611,-0.01
306.614,0
306.617,-0.02
306.619,-0.1
306.622,-0.195
306.625,-0.255
306.628,-0.285
306.631,-0.275
306.633,-0.21
306.636,-0.13
306.639,-0.035
306.642,-0.005
306.644,-0.055
306.647,-0.18
306.65,-0.3
306.653,-0.33
306.656,-0.27
306.658,-0.215
306.661,-0.145
306.664,-0.04
306.667,0.095
306.669,0.22
306.672,0.19
306.675,0.065
306.678,-0.115
306.681,-0.245
306.683,-0.295
306.686,-0.24
306.689,-0.195
306.692,-0.145
306.694,-0.065
306.697,0.025
306.7,0.08
306.703,0.05
306.706,-0.015
306.708,-0.065
306.711,-0.05
306.714,-0.015
306.717,0.015
306.719,0.005
306.722,0.01
306.725,0.025
306.728,0.05
306.731,0.07
306.733,0.08
306.736,0.08
306.739,0.07
306.742,0.085
306.744,0.07
306.747,0.075
306.75,0.125
306.753,0.15
306.756,0.175
306.758,0.185
306.761,0.18
306.764,0.19
306.767,0.26
306.769,0.32
306.772,0.25
306.775,0.035
306.778,-0.225
306.781,-0.43
306.783,-0.455
306.786,-0.365
306.789,-0.23
306.792,-0.125
306.794,-0.035
306.797,0.015
306.8,0.015
306.803,-0.03
306.806,-0.09
306.808,-0.13
306.811,-0.05
306.814,0.05
306.817,0.125
306.819,0.085
306.822,-0.065
306.825,-0.24
306.828,-0.365
306.831,-0.405
306.833,-0.34
306.836,-0.265
306.839,-0.205
306.842,-0.19
306.844,-0.145
306.847,-0.125
306.85,-0.11
306.853,-0.08
306.856,-0.06
306.858,-0.03
306.861,-0.015
306.864,-0.035
306.867,-0.035
306.869,0
306.872,0.05
306.875,0.125
306.878,0.085
306.881,-0.09
306.883,-0.29
306.886,-0.41
306.889,-0.345
306.892,-0.18
306.894,-0.07
306.897,-0.075
306.9,-0.085
306.903,-0.075
306.906,-0.1
306.908,-0.17
306.911,-0.245
306.914,-0.265
306.917,-0.245
306.919,-0.24
306.922,-0.255
306.925,-0.27
306.928,-0.23
306.931,-0.19
306.933,-0.155
306.936,-0.095
306.939,0.015
306.942,0.14
306.944,0.155
306.947,0.045
306.95,-0.115
306.953,-0.27
306.956,-0.345
306.958,-0.335
306.961,-0.26
306.964,-0.11
306.967,0.1
306.969,0.115
306.972,-0.11
306.975,-0.42
306.978,-0.595
306.981,-0.545
306.983,-0.365
306.986,-0.235
306.989,-0.21
306.992,-0.24
306.994,-0.25
306.997,-0.205
307,-0.13
